Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSE,3388
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4079
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4079
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,25727
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,25727
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,49958
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,49958
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4561
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4561
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,5733
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,6261
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4079
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4079
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4625
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4625
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,7159
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,7159
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,4698
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",CSM,3574
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,6787
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,7185
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,38015
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,63357
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,66815
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,66815
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,10076
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,10076
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,8712
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,13417
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,17284
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,17284
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,8398
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,8924
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,25539
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,42746
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,11835
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",ECE,20871
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,23074
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,23074
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,120142
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,141064
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,53522
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,150617
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,33320
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,71424
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,38320
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,56046
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,23074
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,31613
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,24089
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,26169
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,94134
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,94134
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,52891
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",EEE,26179
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,6422
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,7250
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,48940
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,49921
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,140983
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,140983
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,9909
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,10136
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,10638
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,10638
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,6422
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,7250
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,12825
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,14097
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,24434
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,24434
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,9494
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",INF,14632
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,27664
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,40326
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,171510
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,171510
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,117563
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,177661
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,40032
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,74314
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,91053
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,133090
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,27664
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,40326
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,38560
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,83151
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,87358
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,87358
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,56759
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MEC,78796
,OC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,38691
,OC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,38691
,SC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,151233
,SC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,151233
,ST,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,174724
,ST,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,174724
,BCA,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,63404
,BCA,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,94116
,BCB,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,74733
,BCB,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,116119
,BCC,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,59742
,BCC,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,59742
,BCD,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,69458
,BCD,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,105334
,BCE,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,75203
,BCE,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,112273
,OC_EWS,Male,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,80886
,OC_EWS,Female,AU,Local,None,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",MRB,118152
,OC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,39321
,OC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,39321
,SC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,177835
,SC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,177835
,ST,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,145779
,ST,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,145779
,BCA,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,138540
,BCA,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,138540
,BCB,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,163161
,BCB,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,163418
,BCC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,39321
,BCC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,39321
,BCD,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,132303
,BCD,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,150291
,BCE,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,156949
,BCE,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,156949
,OC_EWS,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,166628
,OC_EWS,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CIV,155098
,OC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,42218
,OC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,42218
,SC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,161986
,SC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,163855
,ST,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,166322
,ST,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,166322
,BCA,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,49401
,BCA,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,78848
,BCB,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,73457
,BCB,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,77403
,BCC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,87629
,BCC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,87629
,BCD,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,54918
,BCD,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,54918
,BCE,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,114923
,BCE,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,133042
,OC_EWS,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,63466
,OC_EWS,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSE,65271
,OC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,23508
,OC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,23508
,SC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,168016
,SC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,168016
,ST,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,112636
,ST,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,120295
,BCA,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,80069
,BCA,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,80069
,BCB,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,81410
,BCB,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,81410
,BCC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,23508
,BCC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,23508
,BCD,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,50787
,BCD,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,50787
,BCE,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,74763
,BCE,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,144275
,OC_EWS,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,44422
,OC_EWS,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",CSM,33533
,OC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,23711
,OC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,26618
,SC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,177390
,SC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,177390
,ST,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,162877
,ST,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,162877
,BCA,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,83866
,BCA,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,86259
,BCB,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,97501
,BCB,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,106441
,BCC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,88095
,BCC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,88095
,BCD,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,62972
,BCD,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,62972
,BCE,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,85279
,BCE,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,99560
,OC_EWS,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,68073
,OC_EWS,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",ECE,56111
,OC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,81890
,OC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,89661
,SC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,175323
,SC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,175323
,ST,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,81890
,ST,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,94780
,BCA,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,140768
,BCA,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,168130
,BCB,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,118676
,BCB,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,141059
,BCC,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,81890
,BCC,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,96877
,BCD,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,92482
,BCD,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,148236
,BCE,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,132843
,BCE,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,132843
,OC_EWS,Male,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,120294
,OC_EWS,Female,AU,Local,None,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",MEC,131241
,OC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,25199
,SC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,94558
,ST,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,119749
,BCA,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,40469
,BCB,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,39921
,BCC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,67319
,BCD,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,26506
,BCE,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,58215
,OC_EWS,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSE,34954
,OC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,26519
,SC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,114279
,ST,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,111086
,BCA,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,51556
,BCB,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,43587
,BCC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,43080
,BCD,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,31970
,BCE,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,159928
,OC_EWS,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",CSM,35793
,OC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,35367
,SC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,137513
,ST,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,144035
,BCA,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,65511
,BCB,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,60239
,BCC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,35367
,BCD,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,44319
,BCE,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,145579
,OC_EWS,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",ECE,53032
,OC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",EEE,59894
,SC,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",EEE,163321
,ST,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",EEE,88615
,BCA,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",EEE,126692
,BCB,Female,AU,Local,None,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",EEE,91296
